calendar_yearmonth,Year_Name,Month_Name,SAID,number_of_Cases,number_of_escalation,number_of_parts_used,number_of_single_visit_missed,number_of_response_missed
201211,2012,11,107200040015,2,0,0,0,0
201303,2013,3,107200040015,5,0,85,0,0
201305,2013,5,107200040015,1,0,0,0,0
201307,2013,7,107199172547,1,0,1,0,0
201212,2012,12,107229546982,8,0,0,0,0
201211,2012,11,107236674750,1,0,0,0,0
201212,2012,12,107203828324,1,0,1,0,0
201211,2012,11,107204399701,2,0,1,0,0
201211,2012,11,107207689747,2,0,2,0,0
201301,2013,1,102854815657,1,0,0,0,0
201303,2013,3,102854815657,1,0,1,0,0
201307,2013,7,107172064020,1,0,0,0,0
201302,2013,2,102674563927,2,0,2,0,0
201305,2013,5,107187157267,4,0,4,0,0
201302,2013,2,102634057368,1,0,2,0,0
201211,2012,11,102634202273,1,0,0,0,0
201305,2013,5,102634360629,1,0,0,0,0
201211,2012,11,107204905914,3,0,1,0,0
201211,2012,11,107169663932,1,0,1,0,0
201303,2013,3,102619706798,4,0,3,0,0
201305,2013,5,102620513771,13,0,3,0,0
201302,2013,2,102609547385,1,0,1,0,0
201212,2012,12,102610413072,1,0,0,0,0
201301,2013,1,102610413072,2,0,1,0,0
201305,2013,5,107184152200,4,0,0,0,0
201307,2013,7,102630510144,13,0,0,0,0
201212,2012,12,107136188307,5,0,3,0,0
201303,2013,3,102633457730,13,0,1,0,0
201305,2013,5,102633457730,5,0,0,0,0
201203,2012,3,102746635338,1,1,2,1,0
201112,2011,12,102746635338,1,1,0,0,0
201201,2012,1,102746635338,2,0,0,0,0
201207,2012,7,102746635338,1,0,0,0,0
201206,2012,6,102746635338,1,0,0,0,0
201205,2012,5,102752698446,5,0,6,0,0
201202,2012,2,102746635338,2,0,0,0,0
201204,2012,4,102746635338,11,1,14,0,0
201210,2012,10,102746635338,1,0,3,1,0
201209,2012,9,102746635338,3,0,0,0,0
201303,2013,3,107142559437,6,3,1,0,0
201308,2013,8,107213799738,3,0,1,0,0
201303,2013,3,107214830960,3,0,1,0,0
201304,2013,4,102626979329,2,0,2,0,0
201211,2012,11,102627813602,1,0,1,0,0
201212,2012,12,102633060003,3,0,0,0,0
201308,2013,8,102614331023,1,0,1,0,0
201212,2012,12,102620345227,1,0,2,0,0
201303,2013,3,102614952096,1,0,0,0,0
201303,2013,3,102858045831,1,0,0,0,0
201305,2013,5,107527238400,2,0,2,0,0
201305,2013,5,102858045831,3,0,2,0,0
201301,2013,1,107527238400,5,0,1,0,0
201211,2012,11,102858045831,4,0,6,0,0
201307,2013,7,102858045831,1,0,0,0,0
201212,2012,12,102640487354,1,0,0,0,0
201302,2013,2,102641221300,1,0,0,0,0
201302,2013,2,107190121005,1,0,0,0,0
201302,2013,2,107189491639,1,0,1,0,0
201304,2013,4,107190355022,2,0,1,0,0
201301,2013,1,107190121005,1,0,0,0,0
201212,2012,12,107190352124,1,0,0,0,0
201303,2013,3,107311453004,1,0,0,0,0
201304,2013,4,107310416283,2,0,0,0,0
201212,2012,12,107311453004,1,0,1,0,0
201302,2013,2,107311453004,2,0,1,0,0
201303,2013,3,102826324378,1,0,0,0,0
201303,2013,3,102781054002,1,0,0,0,0
201211,2012,11,102781054002,1,0,1,0,0
201212,2012,12,102781054002,1,0,0,0,0
201212,2012,12,107527246150,1,0,1,0,0
201305,2013,5,107194610155,5,0,5,0,0
201211,2012,11,102755458300,3,0,1,0,0
201304,2013,4,107192106100,1,0,1,0,0
201308,2013,8,107192499475,2,0,1,1,0
201308,2013,8,107192507329,8,0,0,0,0
201307,2013,7,107228333681,1,0,1,0,0
201212,2012,12,107195539703,5,0,0,0,0
201301,2013,1,107195722465,1,0,0,0,0
201305,2013,5,107192312784,1,0,1,0,0
201303,2013,3,107195722465,1,0,1,0,0
201305,2013,5,107195722465,1,0,1,0,0
201211,2012,11,107190545343,1,0,1,0,0
201302,2013,2,107195539703,1,0,1,0,0
201212,2012,12,102716849608,1,0,0,0,0
201306,2013,6,102716849608,14,0,0,0,0
201304,2013,4,102717643346,3,0,3,0,0
201306,2013,6,102839006381,1,0,1,0,0
201301,2013,1,102839006381,7,0,1,0,0
201304,2013,4,107293493744,3,0,2,0,0
201306,2013,6,107191890792,1,0,0,0,0
201211,2012,11,107196350184,2,0,6,0,0
201304,2013,4,107196350184,1,0,0,0,0
201307,2013,7,107190514934,1,0,1,0,0
201307,2013,7,107192031418,1,0,2,1,0
201306,2013,6,107293493744,1,0,0,0,0
201301,2013,1,107190639937,7,0,0,0,0
201303,2013,3,107196350184,2,0,2,0,0
201301,2013,1,102875821294,1,0,1,0,0
201212,2012,12,107189122959,1,0,0,0,0
201303,2013,3,107189122959,1,0,1,0,0
201304,2013,4,107449610899,2,1,0,0,0
201304,2013,4,102640522346,3,0,3,0,1
201303,2013,3,107527229417,2,0,1,0,0
201303,2013,3,107190717459,1,0,0,0,0
201211,2012,11,107191563290,1,0,0,0,0
201306,2013,6,107193785154,4,0,0,0,0
201302,2013,2,107194634517,1,0,2,0,0
201306,2013,6,107194634517,1,0,0,0,0
201211,2012,11,107190105609,2,0,0,0,0
201305,2013,5,107190105609,1,0,0,0,0
201303,2013,3,107192948186,1,0,4,1,0
201306,2013,6,107190105609,2,0,0,0,0
201212,2012,12,107192948186,1,0,1,0,0
201302,2013,2,107190105609,1,0,0,0,0
201307,2013,7,107190105609,11,0,0,0,0
201303,2013,3,102855378868,3,0,0,0,0
201211,2012,11,107451935631,1,0,1,0,0
201302,2013,2,107451935631,1,0,1,0,0
201301,2013,1,107193048013,3,0,0,0,0
201305,2013,5,107192549546,1,0,1,0,0
201305,2013,5,107197663413,1,0,0,0,0
201302,2013,2,107192549546,7,0,0,0,0
201212,2012,12,107196856251,1,0,0,0,0
201307,2013,7,107196858327,1,0,1,0,0
201211,2012,11,107196923875,1,1,0,0,0
201302,2013,2,107196923875,1,0,1,0,0
201304,2013,4,107196923875,1,1,0,0,0
201302,2013,2,107196940098,1,0,0,0,0
201303,2013,3,107196923875,1,0,0,0,0
201211,2012,11,102633724220,1,0,1,0,0
201306,2013,6,102632881531,1,0,2,0,0
201308,2013,8,107226117163,2,0,0,0,0
201303,2013,3,107228233063,1,0,3,0,0
201303,2013,3,107228347418,1,0,1,0,0
201308,2013,8,107228347418,1,0,1,0,0
201211,2012,11,107193784781,5,1,0,0,0
201211,2012,11,107192005102,1,0,0,0,0
201301,2013,1,107191659505,1,0,1,0,0
201212,2012,12,107191988203,1,0,0,0,0
201304,2013,4,107189491639,2,0,1,0,1
201212,2012,12,107191981678,3,0,0,0,0
201304,2013,4,107192148600,1,1,0,0,0
201303,2013,3,107191981678,1,0,0,0,0
201303,2013,3,107192148600,3,0,1,1,0
201308,2013,8,107192148600,4,1,2,0,0
201212,2012,12,102633578881,1,0,1,0,0
201306,2013,6,102633578881,1,0,0,0,0
201212,2012,12,107194157715,1,0,1,0,0
201302,2013,2,102633702973,1,0,0,0,0
201308,2013,8,107196852000,1,0,0,0,0
201303,2013,3,107197176676,1,0,1,0,0
201302,2013,2,107191563060,2,0,6,0,0
201304,2013,4,107191563060,2,1,0,0,0
201302,2013,2,107191976186,1,0,0,0,0
201304,2013,4,107193965130,1,0,1,0,0
201307,2013,7,107191563060,2,0,1,0,0
201212,2012,12,107190639707,1,0,2,1,0
201212,2012,12,107192034316,1,0,1,0,0
201211,2012,11,107193618002,1,0,0,0,0
201301,2013,1,107193618002,1,0,1,0,0
201302,2013,2,107193987136,3,0,3,0,0
201302,2013,2,107194266166,2,0,1,0,0
201308,2013,8,107193618002,1,0,0,0,0
201308,2013,8,107193800095,7,0,1,0,0
201306,2013,6,107191976186,2,0,0,0,0
201303,2013,3,107193987136,6,0,0,0,0
201306,2013,6,107194266166,1,0,1,0,0
201303,2013,3,107193785800,2,0,0,0,0
201305,2013,5,107195693338,1,0,2,0,0
201305,2013,5,107196915545,1,0,0,0,0
201301,2013,1,107193965130,1,0,0,0,0
201212,2012,12,107194266166,1,0,0,0,0
201301,2013,1,107194266166,1,0,0,0,0
201301,2013,1,107195693338,1,0,1,0,0
201302,2013,2,107195693338,3,0,1,0,0
201212,2012,12,107193828308,1,0,0,0,0
201303,2013,3,107193168792,3,1,0,0,0
201306,2013,6,107194493560,1,0,1,0,0
201302,2013,2,107193828308,4,0,0,0,0
201302,2013,2,107194610155,1,0,2,0,0
201304,2013,4,107194610155,2,0,1,0,0
201308,2013,8,107194610155,6,0,0,0,0
201302,2013,2,107195057588,1,0,0,0,0
201211,2012,11,102634094961,1,0,0,0,0
201301,2013,1,102634066290,1,1,0,0,0
201301,2013,1,102634074160,1,0,0,0,0
201304,2013,4,107450115400,1,0,1,0,0
201303,2013,3,107447737035,1,0,1,0,0
201304,2013,4,102641696284,2,0,3,0,0
201302,2013,2,102834734905,1,0,0,0,0
201302,2013,2,107297327422,1,0,1,1,0
201303,2013,3,102632998144,1,0,3,0,0
201301,2013,1,102633051820,1,0,0,0,0
201211,2012,11,102633054899,1,0,0,0,0
201302,2013,2,102633051820,1,0,0,0,0
201306,2013,6,102632998084,2,1,0,0,0
201301,2013,1,107195244907,2,0,1,0,0
201211,2012,11,102633723857,1,0,1,0,0
201211,2012,11,102633724450,2,0,0,0,0
201304,2013,4,107195572296,2,0,1,0,0
201304,2013,4,102633724450,1,0,0,0,0
201302,2013,2,102634154278,1,0,0,0,0
201302,2013,2,102761282411,1,0,1,0,0
201305,2013,5,107196350184,2,0,1,0,0
201306,2013,6,107193788632,5,0,0,0,0
201303,2013,3,102632678379,1,0,0,0,0
201302,2013,2,102632606635,1,0,1,0,1
201306,2013,6,107339393800,6,5,9,0,0
201301,2013,1,107339393800,3,0,0,0,0
201302,2013,2,107339393800,1,0,1,0,1
201303,2013,3,102841670166,1,0,0,0,0
201211,2012,11,107193855736,1,0,0,0,0
201211,2012,11,107195693798,17,4,0,0,0
201211,2012,11,102633724006,1,0,1,0,0
201303,2013,3,102633807755,1,0,1,1,0
201302,2013,2,107196347408,1,0,1,0,0
201306,2013,6,107196347408,1,0,1,0,0
201302,2013,2,107196949202,6,1,4,0,0
201306,2013,6,107196960505,1,0,1,0,0
201302,2013,2,107340539453,2,0,1,0,0
201308,2013,8,107435072183,1,0,2,0,0
201303,2013,3,102875821294,1,0,0,0,0
201305,2013,5,102875821294,5,0,2,0,0
201302,2013,2,102633578881,1,0,0,0,0
201304,2013,4,102633578881,2,0,0,0,0
201212,2012,12,102641803633,1,0,1,0,0
201301,2013,1,102641803633,26,0,0,0,0
201306,2013,6,102641803633,2,0,0,0,0
201307,2013,7,107535715910,2,0,0,0,0
201305,2013,5,107532899507,5,0,6,0,0
201304,2013,4,107535715910,1,0,0,0,0
201308,2013,8,102867255100,1,0,1,0,0
201305,2013,5,107195756872,2,0,1,0,1
201305,2013,5,102633457670,1,0,0,0,0
201212,2012,12,107195159811,3,0,0,0,0
201212,2012,12,107195699134,1,0,1,0,0
201301,2013,1,107195699134,1,0,0,0,0
201301,2013,1,102633457670,2,0,1,0,0
201301,2013,1,102633931113,1,0,1,0,0
201301,2013,1,102634074007,1,1,1,0,0
201212,2012,12,102633440705,1,0,1,0,0
201306,2013,6,102633457670,1,0,3,0,0
201303,2013,3,102633440705,1,0,0,0,0
201303,2013,3,102633951914,1,0,1,0,0
201306,2013,6,107195756872,3,0,3,0,0
201307,2013,7,102634133454,2,1,6,0,1
201303,2013,3,102633832368,1,0,0,0,0
201211,2012,11,107194913068,1,0,1,0,0
201302,2013,2,102632881531,2,0,0,0,0
201304,2013,4,102632881531,1,0,0,0,0
201305,2013,5,107195235038,2,0,4,0,0
201302,2013,2,107196856251,1,0,0,0,0
201302,2013,2,107196858327,4,0,3,0,0
201305,2013,5,107435033154,1,0,0,0,0
201308,2013,8,107436044993,1,0,1,0,0
201303,2013,3,107435033154,73,1,6,0,13
201303,2013,3,107436044993,1,0,0,0,0
201211,2012,11,107192948186,1,0,0,0,0
201302,2013,2,107194189767,1,0,0,0,0
201306,2013,6,107196818865,1,0,1,0,0
201305,2013,5,102633457500,2,0,0,0,0
201212,2012,12,102632252605,1,0,1,0,0
201211,2012,11,102634094808,2,0,1,0,0
201211,2012,11,102633457500,1,0,0,0,0
201211,2012,11,102633969908,2,1,2,0,0
201212,2012,12,102633969908,1,0,0,0,0
201306,2013,6,102633969908,1,1,0,0,0
201211,2012,11,107196282548,1,0,0,0,0
201301,2013,1,102895215402,1,0,0,0,0
201211,2012,11,102622113900,3,1,0,0,0
201304,2013,4,102615453159,2,0,1,0,0
201308,2013,8,107141379207,1,0,0,0,0
201305,2013,5,107172797082,1,0,0,0,0
201211,2012,11,107173621770,1,1,0,0,0
201212,2012,12,107173621770,3,0,3,0,0
201307,2013,7,107178440777,2,0,1,0,0
201306,2013,6,102644306303,1,0,1,0,0
201301,2013,1,102644915545,2,0,1,0,0
201304,2013,4,107213458049,1,0,0,0,0
201212,2012,12,102681383306,3,0,3,0,0
201302,2013,2,102606582240,1,0,0,0,0
201304,2013,4,102606659008,1,0,0,0,0
201306,2013,6,102653058781,1,0,1,0,0
201302,2013,2,102606521505,1,0,0,0,0
201306,2013,6,102647037140,2,0,1,0,0
201212,2012,12,102834734905,1,0,2,0,1
201302,2013,2,107537284437,2,0,0,0,0
201303,2013,3,107551326484,2,0,0,0,0
201212,2012,12,102868513508,1,0,0,0,0
201307,2013,7,102869745907,1,0,2,0,0
201211,2012,11,102868380645,1,0,0,0,0
201211,2012,11,102868513508,5,0,1,0,0
201212,2012,12,102898430549,1,0,1,0,0
201306,2013,6,107322455575,1,0,1,0,0
201211,2012,11,102841670166,6,0,0,0,0
201301,2013,1,107436318752,2,0,1,0,0
201307,2013,7,102632685646,2,1,0,0,0
201308,2013,8,102632685646,1,0,0,0,0
201303,2013,3,102632808327,1,0,1,0,0
201305,2013,5,107145733769,2,0,0,0,0
201305,2013,5,102632808327,1,0,0,0,0
201212,2012,12,102632808327,2,0,1,0,0
201308,2013,8,102634085229,1,1,0,0,0
201302,2013,2,102634085229,3,0,0,0,0
201301,2013,1,102634174039,1,0,0,0,0
201211,2012,11,102633650207,4,0,2,0,0
201211,2012,11,102634085229,1,0,1,0,0
201308,2013,8,107343410582,1,0,1,0,0
201303,2013,3,102877087906,2,0,1,0,0
201211,2012,11,107532900601,1,0,0,0,0
201301,2013,1,102842720788,1,0,1,0,0
201302,2013,2,102842720788,1,0,0,0,0
201211,2012,11,102842720788,2,0,0,0,0
201301,2013,1,107436044993,2,0,2,0,0
201307,2013,7,102632138766,1,0,0,0,0
201303,2013,3,102633394425,1,0,0,0,0
201302,2013,2,107195722465,1,0,0,0,0
201304,2013,4,107195722465,16,0,6,0,0
201304,2013,4,107196287511,2,0,10,1,1
201308,2013,8,102634095564,1,0,1,0,0
201212,2012,12,102874953303,6,0,0,0,0
201212,2012,12,102866428170,1,1,0,0,0
201302,2013,2,107479494100,1,0,1,0,0
201302,2013,2,102874953303,2,0,2,0,0
201211,2012,11,102856255808,1,0,1,0,0
201211,2012,11,107449610899,1,0,2,0,0
201303,2013,3,107449610899,1,0,0,0,0
201306,2013,6,107449610899,2,0,2,0,0
201305,2013,5,107449610899,2,0,2,0,0
201306,2013,6,107464989973,1,0,0,0,0
201304,2013,4,107193618002,1,0,0,0,0
201304,2013,4,107193800095,1,0,0,0,0
201211,2012,11,107193987136,1,1,2,0,0
201211,2012,11,107194266166,1,0,0,0,0
201303,2013,3,102632774226,1,0,0,0,0
201303,2013,3,102632999787,1,0,0,0,0
201305,2013,5,107193987136,11,0,0,0,0
201304,2013,4,102633288172,1,0,0,0,0
201302,2013,2,102633645985,1,0,1,0,0
201307,2013,7,102631937198,1,0,1,0,0
201301,2013,1,102632774226,6,0,2,0,0
201307,2013,7,102633288172,1,0,0,0,1
201305,2013,5,102633645985,1,0,0,0,0
201305,2013,5,102633970892,1,0,1,0,0
201303,2013,3,102633970892,1,0,1,0,0
201212,2012,12,102632774226,1,0,1,0,0
201212,2012,12,102633288172,1,0,1,0,0
201307,2013,7,102862011540,19,0,2,1,1
201302,2013,2,107504203901,2,0,0,0,0
201306,2013,6,107504203901,8,0,7,0,0
201308,2013,8,107479494270,1,0,0,0,0
201303,2013,3,107479494270,1,0,0,0,0
201308,2013,8,102876973876,1,1,1,0,0
201303,2013,3,102854814994,12,1,7,0,3
201307,2013,7,102859044450,2,0,2,0,0
201305,2013,5,107337688721,2,0,2,0,0
201301,2013,1,102781054002,1,0,0,0,0
201302,2013,2,102781054002,2,0,5,0,0
201303,2013,3,102737492096,1,0,0,0,0
201308,2013,8,102737492096,1,1,2,0,0
201211,2012,11,102879583561,1,0,1,0,0
201308,2013,8,102765989521,2,0,0,0,0
201306,2013,6,102879583561,4,0,0,0,0
201306,2013,6,102706933653,1,0,1,0,0
201212,2012,12,102609115680,7,0,6,0,0
201304,2013,4,102609583926,3,0,0,0,0
201211,2012,11,102610413072,6,0,0,0,0
201303,2013,3,107207879258,1,0,0,0,0
201305,2013,5,107207879258,1,0,1,0,0
201302,2013,2,102616236607,3,0,5,0,0
201303,2013,3,102628432109,1,0,1,0,0
201211,2012,11,107220386590,1,0,1,0,0
201211,2012,11,102654361493,1,0,0,0,0
201212,2012,12,102654361493,1,0,0,0,0
201211,2012,11,107221252985,2,0,0,0,0
201307,2013,7,102604291797,14,0,0,0,0
201307,2013,7,102605356518,1,0,1,0,0
201306,2013,6,102729213406,1,0,1,0,0
201308,2013,8,107479494100,1,0,0,0,0
201212,2012,12,102854790489,1,0,1,0,0
201212,2012,12,107429231568,17,0,3,0,0
201306,2013,6,107479494100,2,0,4,0,0
201304,2013,4,107429231568,1,0,1,0,0
201304,2013,4,102900731155,2,0,0,0,0
201211,2012,11,102900403280,1,0,1,0,0
201303,2013,3,102901211794,1,0,0,0,0
201305,2013,5,102901309889,4,0,2,0,0
201302,2013,2,102901211794,1,0,0,0,0
201301,2013,1,107166062818,10,0,8,1,0
201211,2012,11,107163162123,1,0,0,0,0
201301,2013,1,107163162123,16,0,0,0,0
201306,2013,6,107280542705,1,0,0,0,0
201307,2013,7,107163162123,2,0,2,0,0
201301,2013,1,102615453099,7,1,0,0,0
201212,2012,12,107504203835,1,0,0,0,0
201307,2013,7,107504203835,1,0,1,0,0
201302,2013,2,102877084641,1,0,1,0,0
201304,2013,4,102877084641,8,0,3,0,0
201308,2013,8,102877084641,1,0,0,0,0
201211,2012,11,107165166102,2,2,2,0,0
201301,2013,1,102855239730,2,0,1,0,1
201212,2012,12,102836011200,1,0,0,0,0
201303,2013,3,102854815427,2,0,1,0,0
201211,2012,11,102836011200,2,0,0,0,0
201305,2013,5,107159882576,1,1,0,0,0
201304,2013,4,107165134800,1,0,1,0,0
201303,2013,3,102854819158,55,2,0,0,0
201308,2013,8,107164138144,8,0,7,0,0
201211,2012,11,102878259396,1,0,0,0,0
201302,2013,2,107178395150,1,1,0,0,0
201305,2013,5,102829764095,1,0,0,0,0
201303,2013,3,102831936784,1,0,0,0,0
201307,2013,7,102881798780,1,0,1,0,0
201306,2013,6,107174734743,1,0,1,0,0
201212,2012,12,102829961973,2,0,0,0,0
201301,2013,1,102830195618,1,0,1,0,0
201307,2013,7,102829762720,1,0,1,0,0
201303,2013,3,102831064261,1,0,2,1,0
201211,2012,11,102877088432,4,0,2,0,0
201308,2013,8,102877088432,2,0,1,0,0
201212,2012,12,102878072031,1,0,1,0,0
201306,2013,6,102875821294,1,1,0,0,1
201306,2013,6,102876819508,1,1,0,0,0
201306,2013,6,102877088202,1,0,1,0,0
201307,2013,7,102864241384,6,1,2,0,0
201306,2013,6,102892352908,7,0,0,0,0
201307,2013,7,102885407428,1,0,0,0,0
201303,2013,3,102877480443,1,0,0,0,0
201302,2013,2,102877480443,1,0,0,0,0
201304,2013,4,102900792180,1,0,1,0,0
201306,2013,6,102830806619,2,0,3,0,0
201301,2013,1,102829998309,2,1,2,1,0
201302,2013,2,102829998309,1,0,1,0,0
201301,2013,1,102755458300,2,0,2,0,0
201304,2013,4,107164138204,1,0,2,1,1
201302,2013,2,107164138204,1,0,1,0,0
201307,2013,7,107164138204,1,0,0,0,0
201301,2013,1,107164138204,3,0,3,0,0
201303,2013,3,107158755539,1,0,1,0,0
201305,2013,5,107158755539,4,0,2,0,0
201303,2013,3,102829998249,1,0,3,1,0
201305,2013,5,102829998249,1,0,0,0,0
201306,2013,6,102829682552,1,0,0,0,0
201303,2013,3,102830723833,1,0,1,0,0
201305,2013,5,102778206546,2,0,1,0,0
201212,2012,12,107447483497,2,0,1,0,0
201302,2013,2,107191556142,1,0,1,0,0
201302,2013,2,102674848104,2,0,0,0,0
201303,2013,3,102828434303,1,0,1,0,0
201211,2012,11,107189337654,1,0,0,0,0
201211,2012,11,107190428212,1,0,1,0,0
201211,2012,11,107191564182,2,0,2,0,0
201211,2012,11,107192145642,1,1,0,0,0
201211,2012,11,102605356518,3,0,0,0,1
201301,2013,1,107227685998,1,0,1,0,0
201211,2012,11,107227685998,1,0,1,0,0
201306,2013,6,107141379207,1,0,2,0,0
201211,2012,11,102630510144,1,0,1,0,0
201211,2012,11,102631103665,1,0,0,0,0
201212,2012,12,102605356518,1,0,1,0,0
201305,2013,5,107142559437,1,0,0,0,0
201301,2013,1,102599388103,1,0,0,0,0
201304,2013,4,102600295404,1,0,0,0,0
201304,2013,4,102624714644,1,0,1,0,0
201307,2013,7,102679270934,1,0,0,0,0
201305,2013,5,102679270934,1,0,2,0,0
201308,2013,8,102679270934,1,0,1,0,0
201302,2013,2,102649874041,2,0,2,0,0
201306,2013,6,107180943590,1,0,0,0,0
201303,2013,3,107210930534,3,0,5,0,0
201308,2013,8,102615939465,2,0,0,0,0
201303,2013,3,107174347354,1,0,0,0,0
201301,2013,1,102616879200,1,0,0,0,0
201305,2013,5,102615939465,3,0,1,0,0
201305,2013,5,107190393749,1,1,0,0,0
201301,2013,1,102863795442,2,0,1,0,0
201307,2013,7,107458305732,2,0,2,0,0
201211,2012,11,107190393749,4,0,2,0,0
201211,2012,11,107191564532,1,1,0,0,0
201305,2013,5,107193296751,1,0,1,0,0
201303,2013,3,107195118203,1,0,0,0,0
201303,2013,3,107195298079,3,0,0,0,0
201304,2013,4,107190393749,9,0,0,0,0
201304,2013,4,107194471274,1,0,0,0,0
201304,2013,4,107193119204,1,0,1,0,0
201302,2013,2,102632731576,1,0,1,0,0
201211,2012,11,107195118203,1,0,0,0,0
201301,2013,1,102632731576,1,0,1,0,0
201301,2013,1,102632998664,15,0,0,0,0
201212,2012,12,107199610906,4,0,1,0,0
201301,2013,1,107189366058,1,0,1,0,0
201211,2012,11,107189781604,2,0,1,0,0
201212,2012,12,107189366058,1,0,1,0,0
201301,2013,1,107189779234,2,0,2,0,0
201212,2012,12,107190702370,1,0,1,0,0
201301,2013,1,107190702370,1,0,0,0,0
201302,2013,2,107189779234,3,0,4,0,0
201305,2013,5,107114117626,2,0,2,0,0
201211,2012,11,107189189320,1,0,1,0,0
201303,2013,3,102652379069,2,1,0,0,0
201301,2013,1,102653664085,1,0,1,0,0
201308,2013,8,102653664085,1,0,1,0,0
201308,2013,8,102901283078,4,0,3,0,0
201308,2013,8,102887488856,1,0,1,0,0
201303,2013,3,102901283078,1,0,1,0,0
201305,2013,5,102901283078,7,0,0,0,0
201303,2013,3,102887488856,1,0,1,0,0
201307,2013,7,102887492295,1,0,1,0,0
201303,2013,3,102885731212,3,0,1,0,0
201304,2013,4,102809894488,1,0,0,0,0
201307,2013,7,102622649204,3,0,2,0,0
201308,2013,8,102834414106,1,0,1,0,0
201301,2013,1,102854812009,7,0,7,0,0
201304,2013,4,102832573616,1,0,2,0,0
201307,2013,7,102886808164,1,0,0,0,0
201302,2013,2,102886808164,1,0,0,0,0
201304,2013,4,102886808164,2,1,1,0,0
201303,2013,3,102861070769,1,0,1,0,0
201305,2013,5,107334414213,3,0,0,0,0
201306,2013,6,107161943069,3,0,1,0,0
201212,2012,12,107177954853,1,0,0,0,0
201211,2012,11,102765594840,1,0,0,1,0
201302,2013,2,107228320508,1,0,0,0,0
201305,2013,5,102676242630,2,0,2,0,0
201212,2012,12,107188836131,1,0,1,0,0
201301,2013,1,107188976808,1,0,2,0,0
201301,2013,1,107186690440,1,0,0,0,0
201301,2013,1,107187087101,1,0,1,0,1
201308,2013,8,102892353084,1,1,0,0,0
201305,2013,5,107228344800,1,0,8,1,0
201305,2013,5,107228370305,1,0,1,0,0
201302,2013,2,107187089407,3,0,1,0,0
201301,2013,1,107228196936,1,0,0,0,0
201211,2012,11,107228370305,1,0,1,0,0
201212,2012,12,107228370305,1,0,1,0,0
201303,2013,3,102771641500,12,0,0,0,0
201307,2013,7,102771641500,4,0,0,0,0
201302,2013,2,107194517616,8,0,0,0,0
201307,2013,7,107194517616,1,0,1,1,0
201307,2013,7,102633935714,4,4,2,0,0
201211,2012,11,102633935714,1,0,0,0,1
201304,2013,4,107196913760,1,0,0,0,0
201303,2013,3,102641728430,1,0,0,0,0
201303,2013,3,102641969150,1,0,0,0,0
201303,2013,3,102815184902,1,1,1,0,0
201212,2012,12,102814963633,1,0,1,0,0
201301,2013,1,102815184902,1,0,0,0,0
201304,2013,4,102814963633,1,0,0,0,0
201302,2013,2,102615939465,3,0,0,0,0
201304,2013,4,107315137903,32,0,0,0,0
201306,2013,6,107334602179,1,0,1,0,0
201303,2013,3,102832088074,1,0,1,0,0
201211,2012,11,102832088074,1,0,1,0,0
201211,2012,11,102830806619,1,0,1,0,0
201212,2012,12,102832088074,4,0,0,0,0
201307,2013,7,102832088074,2,0,1,0,0
201211,2012,11,102622671729,1,0,0,0,0
201304,2013,4,102831064261,1,0,1,0,0
201306,2013,6,102831064261,2,0,0,0,0
201308,2013,8,102831064261,2,0,1,0,0
201306,2013,6,102892458676,2,0,1,0,0
201211,2012,11,102872480869,4,0,0,0,0
201211,2012,11,107462386584,3,0,0,0,0
201212,2012,12,107228233063,1,0,1,0,0
201304,2013,4,107228353442,1,0,1,0,0
201307,2013,7,107227621834,1,0,0,0,0
201305,2013,5,107228233063,3,0,3,0,3
201305,2013,5,107228347418,1,0,0,0,0
201211,2012,11,107228233063,1,0,1,0,0
201211,2012,11,107228347418,2,0,0,0,0
201304,2013,4,107186676255,5,0,0,0,0
201306,2013,6,107187140982,1,0,0,0,0
201302,2013,2,107188037329,1,0,0,0,0
201307,2013,7,107188462854,2,0,1,0,0
201211,2012,11,107164138144,2,1,0,0,0
201303,2013,3,107164138144,1,0,0,0,0
201305,2013,5,107164138144,1,0,1,0,0
201305,2013,5,107228236191,3,0,3,0,0
201212,2012,12,102615985531,1,1,0,0,0
201305,2013,5,107377701620,1,0,0,0,0
201303,2013,3,107353902544,2,0,2,0,0
201305,2013,5,107353902544,1,0,0,0,0
201304,2013,4,107353902544,2,1,1,0,0
201301,2013,1,102854814994,1,0,1,0,0
201306,2013,6,107447483497,2,0,2,0,0
201301,2013,1,102830723833,5,0,0,0,0
201305,2013,5,107195823806,1,0,0,0,0
201305,2013,5,107196880108,1,0,1,0,0
201301,2013,1,102806570489,1,0,1,0,0
201211,2012,11,102806570489,74,1,2,0,1
201303,2013,3,102634173896,1,0,0,0,0
201304,2013,4,102888661423,1,0,0,0,0
201212,2012,12,102889523806,30,0,9,1,0
201307,2013,7,102893434695,5,0,1,0,0
201301,2013,1,102893434695,1,0,0,0,0
201302,2013,2,102893434695,1,0,0,0,0
201304,2013,4,102893434695,4,0,4,0,0
201307,2013,7,107134829446,1,0,0,0,0
201301,2013,1,102854802293,3,0,0,0,0
201307,2013,7,102744277900,1,0,0,0,0
201211,2012,11,107228069050,1,0,1,0,0
201304,2013,4,102771076891,1,0,6,1,1
201211,2012,11,102771076891,2,0,3,0,0
201305,2013,5,107133070692,2,0,1,0,0
201305,2013,5,102861062149,1,0,0,0,0
