renewal_date,Year,Month,status,SAID,Chan.Prof,calendar_yearmonth,Year_Name,Month_Name,number_of_Cases,number_of_escalation,number_of_parts_used,number_of_single_visit_missed,number_of_response_missed,t,Date
20130501,2013,5,1,1.02E+11,Direct,201304,2013,4,2,0,0,0,0,1,20130401
20130429,2013,4,0,1.02E+11,Direct,201304,2013,4,3,0,2,0,0,0,20130401
20130601,2013,6,0,1.02E+11,Indirect,201304,2013,4,11,1,3,0,0,2,20130401
20130601,2013,6,0,1.02E+11,Direct,201304,2013,4,1,0,0,0,0,2,20130401
20130506,2013,5,0,1.02E+11,Indirect,201304,2013,4,1,0,0,0,0,1,20130401
20130701,2013,7,0,1.02E+11,Indirect,201304,2013,4,1,0,0,0,0,3,20130401
20130701,2013,7,0,1.02E+11,Direct,201304,2013,4,2,0,2,0,0,3,20130401
20130601,2013,6,0,1.02E+11,Indirect,201304,2013,4,3,0,2,0,0,2,20130401
20130401,2013,4,0,1.02E+11,Direct,201304,2013,4,1,0,0,0,0,0,20130401
20130401,2013,4,0,1.02E+11,Indirect,201304,2013,4,1,1,0,0,0,0,20130401
20130501,2013,5,0,1.03E+11,Direct,201304,2013,4,1,0,1,0,0,1,20130401
20130701,2013,7,0,1.03E+11,Indirect,201304,2013,4,1,0,0,0,0,3,20130401
20130401,2013,4,1,1.03E+11,Indirect,201304,2013,4,1,0,0,0,0,0,20130401
20130701,2013,7,0,1.03E+11,Indirect,201304,2013,4,1,0,1,0,0,3,20130401
20130501,2013,5,0,1.02E+11,Direct,201304,2013,4,2,0,2,0,0,1,20130401
20130801,2013,8,0,1.03E+11,Direct,201304,2013,4,2,0,0,0,0,4,20130401
20130728,2013,7,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,3,20130401
20130801,2013,8,0,1.03E+11,Direct,201304,2013,4,2,0,3,0,0,4,20130401
20130701,2013,7,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,3,20130401
20130401,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,0,20130401
20130401,2013,4,0,1.03E+11,Direct,201304,2013,4,2,0,5,1,0,0,20130401
20130401,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,1,0,0,0,20130401
20130705,2013,7,0,1.03E+11,Indirect,201304,2013,4,9,1,4,0,0,3,20130401
20130401,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,0,20130401
20130411,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,1,0,0,0,20130401
20130501,2013,5,0,1.03E+11,Direct,201304,2013,4,3,0,0,0,0,1,20130401
20130401,2013,4,0,1.03E+11,Indirect,201304,2013,4,2,0,1,0,0,0,20130401
20130801,2013,8,0,1.02E+11,Direct,201304,2013,4,1,0,2,0,0,4,20130401
20130401,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,1,0,0,0,20130401
20130702,2013,7,0,1.03E+11,Indirect,201304,2013,4,6,0,0,0,0,3,20130401
20130421,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,1,0,0,0,20130401
20130501,2013,5,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,1,20130401
20130410,2013,4,0,1.03E+11,Direct,201304,2013,4,3,0,1,0,0,0,20130401
20130416,2013,4,0,1.03E+11,Indirect,201304,2013,4,7,0,11,0,0,0,20130401
20130416,2013,4,1,1.03E+11,Indirect,201304,2013,4,1,0,2,0,0,0,20130401
20130401,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,0,20130401
20130401,2013,4,0,1.03E+11,Direct,201304,2013,4,2,0,0,0,0,0,20130401
20130401,2013,4,0,1.03E+11,Direct,201304,2013,4,3,0,0,0,0,0,20130401
20130401,2013,4,0,1.03E+11,Direct,201304,2013,4,3,0,1,0,0,0,20130401
20130401,2013,4,0,1.03E+11,Indirect,201304,2013,4,1,0,1,0,0,0,20130401
20130401,2013,4,0,1.03E+11,Indirect,201304,2013,4,1,0,0,0,0,0,20130401
20130401,2013,4,0,1.03E+11,Direct,201304,2013,4,3,0,2,0,0,0,20130401
20130501,2013,5,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,1,20130401
20130401,2013,4,1,1.03E+11,Indirect,201304,2013,4,7,0,2,0,0,0,20130401
20130401,2013,4,0,1.03E+11,Direct,201304,2013,4,3,0,2,0,0,0,20130401
20130401,2013,4,1,1.02E+11,Direct,201304,2013,4,5,0,0,0,0,0,20130401
20130401,2013,4,0,1.03E+11,Indirect,201304,2013,4,1,0,2,0,0,0,20130401
20130409,2013,4,0,1.03E+11,Indirect,201304,2013,4,1,0,0,0,0,0,20130401
20130501,2013,5,0,1.03E+11,Direct,201304,2013,4,4,1,12,0,0,1,20130401
20130501,2013,5,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,1,20130401
20130401,2013,4,0,1.02E+11,Direct,201304,2013,4,2,0,2,0,0,0,20130401
20130401,2013,4,0,1.03E+11,Direct,201304,2013,4,7,0,2,0,0,0,20130401
20130401,2013,4,1,1.03E+11,Direct,201304,2013,4,4,0,3,0,1,0,20130401
20130401,2013,4,1,1.03E+11,Direct,201304,2013,4,1,0,1,0,0,0,20130401
20130401,2013,4,1,1.03E+11,Direct,201304,2013,4,2,0,0,0,0,0,20130401
20130401,2013,4,0,1.03E+11,Direct,201304,2013,4,3,1,3,1,0,0,20130401
20130401,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,0,20130401
20130401,2013,4,0,1.03E+11,Indirect,201304,2013,4,1,0,0,0,0,0,20130401
20130401,2013,4,0,1.02E+11,Direct,201304,2013,4,1,1,0,0,0,0,20130401
20130402,2013,4,0,1.03E+11,Direct,201304,2013,4,3,0,12,0,0,0,20130401
20130401,2013,4,0,1.03E+11,Direct,201304,2013,4,5,0,0,0,0,0,20130401
20130401,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,0,20130401
20130501,2013,5,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,1,20130401
20130409,2013,4,0,1.03E+11,Indirect,201304,2013,4,2,0,0,0,0,0,20130401
20130401,2013,4,0,1.03E+11,Direct,201304,2013,4,43,3,5,1,0,0,20130401
20130408,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,1,0,0,0,20130401
20130401,2013,4,0,1.03E+11,Indirect,201304,2013,4,1,0,1,0,0,0,20130401
20130401,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,1,0,0,0,20130401
20130401,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,1,0,0,0,20130401
20130415,2013,4,0,1.03E+11,Direct,201304,2013,4,2,0,2,0,0,0,20130401
20130413,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,0,20130401
20130501,2013,5,0,1.03E+11,Indirect,201304,2013,4,1,0,0,0,0,1,20130401
20130501,2013,5,0,1.03E+11,Indirect,201304,2013,4,1,0,2,1,0,1,20130401
20130501,2013,5,0,1.06E+11,Direct,201304,2013,4,4,0,1,0,0,1,20130401
20130401,2013,4,1,1.03E+11,Direct,201304,2013,4,1,0,3,0,0,0,20130401
20130415,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,6,1,0,0,20130401
20130514,2013,5,0,1.03E+11,Indirect,201304,2013,4,1,0,0,0,0,1,20130401
20130405,2013,4,0,1.03E+11,Indirect,201304,2013,4,2,0,0,0,0,0,20130401
20130412,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,0,20130401
20130415,2013,4,0,1.03E+11,Direct,201304,2013,4,2,0,0,0,0,0,20130401
20130415,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,0,20130401
20130415,2013,4,0,1.03E+11,Direct,201304,2013,4,2,0,3,0,0,0,20130401
20130401,2013,4,0,1.03E+11,Direct,201304,2013,4,2,0,2,0,0,0,20130401
20130401,2013,4,1,1.03E+11,Indirect,201304,2013,4,1,0,0,0,0,0,20130401
20130501,2013,5,0,1.03E+11,Indirect,201304,2013,4,1,0,1,0,0,1,20130401
20130501,2013,5,1,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,1,20130401
20130409,2013,4,1,1.03E+11,Direct,201304,2013,4,1,0,0,0,1,0,20130401
20130420,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,1,0,0,0,20130401
20130420,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,0,20130401
20130401,2013,4,1,1.03E+11,Direct,201304,2013,4,2,0,2,0,0,0,20130401
20130401,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,0,20130401
20130401,2013,4,0,1.03E+11,Direct,201304,2013,4,3,0,2,0,0,0,20130401
20130415,2013,4,0,1.03E+11,Direct,201304,2013,4,10,0,5,0,0,0,20130401
20130419,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,0,20130401
20130401,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,0,20130401
20130421,2013,4,0,1.03E+11,Indirect,201304,2013,4,1,0,1,0,0,0,20130401
20130421,2013,4,1,1.03E+11,Indirect,201304,2013,4,1,0,1,0,0,0,20130401
20130526,2013,5,0,1.03E+11,Direct,201304,2013,4,2,0,0,0,0,1,20130401
20130415,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,0,20130401
20130426,2013,4,1,1.03E+11,Direct,201304,2013,4,2,0,1,0,0,0,20130401
20130427,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,0,20130401
20130401,2013,4,0,1.03E+11,Direct,201304,2013,4,2,0,1,0,1,0,20130401
20130417,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,0,20130401
20130424,2013,4,0,1.03E+11,Direct,201304,2013,4,2,0,2,0,1,0,20130401
20130424,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,1,0,0,0,20130401
20130402,2013,4,0,1.03E+11,Indirect,201304,2013,4,4,0,3,0,0,0,20130401
20130413,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,0,20130401
20130401,2013,4,0,1.02E+11,Direct,201304,2013,4,1,0,2,0,0,0,20130401
20130424,2013,4,0,1.03E+11,Direct,201304,2013,4,2,0,0,0,0,0,20130401
20130401,2013,4,0,1.03E+11,Direct,201304,2013,4,2,0,0,0,0,0,20130401
20130501,2013,5,0,1.03E+11,Direct,201304,2013,4,5,0,9,0,0,1,20130401
20130501,2013,5,0,1.03E+11,Indirect,201304,2013,4,1,0,1,0,1,1,20130401
20130407,2013,4,0,1.03E+11,Direct,201304,2013,4,2,0,0,0,0,0,20130401
20130421,2013,4,0,1.03E+11,Indirect,201304,2013,4,1,0,1,0,0,0,20130401
20130421,2013,4,1,1.03E+11,Indirect,201304,2013,4,1,0,3,0,0,0,20130401
20130429,2013,4,0,1.03E+11,Indirect,201304,2013,4,2,0,0,0,0,0,20130401
20130401,2013,4,0,1.03E+11,Direct,201304,2013,4,2,0,2,0,0,0,20130401
20130416,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,0,20130401
20130501,2013,5,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,1,20130401
20130501,2013,5,0,1.03E+11,Indirect,201304,2013,4,2,0,0,0,0,1,20130401
20130501,2013,5,0,1.03E+11,Indirect,201304,2013,4,4,0,0,0,0,1,20130401
20130427,2013,4,0,1.03E+11,Direct,201304,2013,4,2,0,0,0,0,0,20130401
20130401,2013,4,0,1.03E+11,Indirect,201304,2013,4,3,0,0,0,0,0,20130401
20130423,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,1,0,0,0,20130401
20130428,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,0,20130401
20130428,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,1,0,0,0,20130401
20130428,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,1,0,0,0,20130401
20130423,2013,4,1,1.03E+11,Direct,201304,2013,4,3,0,3,0,0,0,20130401
20130501,2013,5,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,1,20130401
20130428,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,0,20130401
20130407,2013,4,0,1.03E+11,Direct,201304,2013,4,2,0,0,0,0,0,20130401
20130428,2013,4,0,1.03E+11,Direct,201304,2013,4,2,0,5,0,0,0,20130401
20130427,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,3,0,0,0,20130401
20130415,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,0,20130401
20130501,2013,5,1,1.03E+11,Direct,201304,2013,4,2,0,1,0,0,1,20130401
20130501,2013,5,0,1.03E+11,Direct,201304,2013,4,2,0,1,0,0,1,20130401
20130501,2013,5,0,1.03E+11,Indirect,201304,2013,4,1,0,0,0,0,1,20130401
20130501,2013,5,0,1.03E+11,Indirect,201304,2013,4,2,0,0,0,0,1,20130401
20130507,2013,5,0,1.03E+11,Direct,201304,2013,4,7,0,1,0,0,1,20130401
20130419,2013,4,1,1.03E+11,Indirect,201304,2013,4,2,0,1,0,0,0,20130401
20130418,2013,4,0,1.03E+11,Indirect,201304,2013,4,1,0,0,0,0,0,20130401
20130501,2013,5,0,1.02E+11,Indirect,201304,2013,4,4,0,0,0,0,1,20130401
20130501,2013,5,0,1.03E+11,Indirect,201304,2013,4,1,0,0,0,0,1,20130401
20130422,2013,4,0,1.03E+11,Indirect,201304,2013,4,1,0,2,0,0,0,20130401
20130426,2013,4,1,1.03E+11,Direct,201304,2013,4,4,0,5,0,0,0,20130401
20130501,2013,5,1,1.03E+11,Indirect,201304,2013,4,1,0,1,0,0,1,20130401
20130501,2013,5,0,1.03E+11,Direct,201304,2013,4,5,0,2,0,0,1,20130401
20130501,2013,5,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,1,20130401
20130501,2013,5,1,1.03E+11,Indirect,201304,2013,4,1,0,1,0,1,1,20130401
20130501,2013,5,0,1.03E+11,Indirect,201304,2013,4,1,0,3,0,0,1,20130401
20130401,2013,4,0,1.03E+11,Direct,201304,2013,4,2,0,2,0,0,0,20130401
20130501,2013,5,0,1.03E+11,Direct,201304,2013,4,1,0,1,0,0,1,20130401
20130501,2013,5,0,1.03E+11,Indirect,201304,2013,4,1,0,0,0,0,1,20130401
20130401,2013,4,0,1.03E+11,Direct,201304,2013,4,2,0,0,0,0,0,20130401
20130501,2013,5,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,1,20130401
20130501,2013,5,0,1.03E+11,Direct,201304,2013,4,2,0,1,0,0,1,20130401
20130512,2013,5,0,1.03E+11,Indirect,201304,2013,4,2,0,1,1,0,1,20130401
20130419,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,0,20130401
20130421,2013,4,0,1.03E+11,Direct,201304,2013,4,3,0,0,0,0,0,20130401
20130501,2013,5,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,1,20130401
20130501,2013,5,1,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,1,20130401
20130501,2013,5,0,1.03E+11,Indirect,201304,2013,4,1,0,0,0,0,1,20130401
20130401,2013,4,1,1.03E+11,Direct,201304,2013,4,1,0,1,0,0,0,20130401
20130401,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,0,20130401
20130515,2013,5,0,1.03E+11,Indirect,201304,2013,4,1,0,0,0,0,1,20130401
20130501,2013,5,0,1.03E+11,Direct,201304,2013,4,2,0,2,0,0,1,20130401
20130526,2013,5,0,1.03E+11,Indirect,201304,2013,4,1,0,1,0,0,1,20130401
20130515,2013,5,0,1.03E+11,Indirect,201304,2013,4,4,0,2,0,0,1,20130401
20130515,2013,5,1,1.03E+11,Indirect,201304,2013,4,1,0,1,0,0,1,20130401
20130515,2013,5,0,1.03E+11,Indirect,201304,2013,4,1,0,1,0,0,1,20130401
20130515,2013,5,0,1.03E+11,Direct,201304,2013,4,1,0,1,0,0,1,20130401
20130515,2013,5,0,1.03E+11,Indirect,201304,2013,4,1,0,1,0,0,1,20130401
20130501,2013,5,0,1.03E+11,Direct,201304,2013,4,2,0,2,0,0,1,20130401
20130401,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,1,0,0,0,20130401
20130420,2013,4,0,1.03E+11,Direct,201304,2013,4,4,1,0,0,0,0,20130401
20130423,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,0,20130401
20130501,2013,5,0,1.02E+11,Indirect,201304,2013,4,1,0,1,0,0,1,20130401
20130507,2013,5,0,1.03E+11,Direct,201304,2013,4,1,0,1,0,0,1,20130401
20130501,2013,5,1,1.03E+11,Direct,201304,2013,4,3,0,2,0,0,1,20130401
20130518,2013,5,0,1.03E+11,Indirect,201304,2013,4,2,0,0,0,0,1,20130401
20130601,2013,6,0,1.03E+11,Indirect,201304,2013,4,3,0,1,0,1,2,20130401
20130601,2013,6,0,1.03E+11,Indirect,201304,2013,4,7,0,1,0,0,2,20130401
20130413,2013,4,0,1.03E+11,Indirect,201304,2013,4,3,0,0,0,0,0,20130401
20130501,2013,5,0,1.03E+11,Indirect,201304,2013,4,4,0,4,0,0,1,20130401
20130518,2013,5,0,1.03E+11,Indirect,201304,2013,4,1,0,1,0,0,1,20130401
20130518,2013,5,0,1.03E+11,Indirect,201304,2013,4,2,0,1,0,0,1,20130401
20130505,2013,5,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,1,20130401
20130420,2013,4,0,1.03E+11,Direct,201304,2013,4,2,0,1,0,0,0,20130401
20130401,2013,4,1,1.03E+11,Direct,201304,2013,4,6,0,0,0,0,0,20130401
20130420,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,1,0,0,0,20130401
20130513,2013,5,0,1.03E+11,Direct,201304,2013,4,3,0,0,0,0,1,20130401
20130501,2013,5,0,1.03E+11,Direct,201304,2013,4,2,0,2,0,0,1,20130401
20130517,2013,5,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,1,20130401
20130401,2013,4,1,1.03E+11,Direct,201304,2013,4,1,0,0,0,1,0,20130401
20130420,2013,4,1,1.03E+11,Indirect,201304,2013,4,1,0,0,0,0,0,20130401
20130421,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,0,20130401
20130520,2013,5,0,1.03E+11,Indirect,201304,2013,4,1,0,0,0,0,1,20130401
20130501,2013,5,1,1.03E+11,Indirect,201304,2013,4,1,0,0,0,0,1,20130401
20130601,2013,6,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,2,20130401
20130519,2013,5,0,1.03E+11,Direct,201304,2013,4,1,0,1,0,1,1,20130401
20130401,2013,4,0,1.03E+11,Indirect,201304,2013,4,2,0,0,0,0,0,20130401
20130420,2013,4,0,1.03E+11,Direct,201304,2013,4,1,1,0,1,0,0,20130401
20130427,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,1,0,0,0,20130401
20130427,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,2,0,0,0,20130401
20130522,2013,5,1,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,1,20130401
20130620,2013,6,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,2,20130401
20130601,2013,6,0,1.03E+11,Direct,201304,2013,4,1,0,1,0,0,2,20130401
20130601,2013,6,1,1.03E+11,Direct,201304,2013,4,4,0,4,0,0,2,20130401
20130427,2013,4,0,1.03E+11,Direct,201304,2013,4,2,0,0,0,0,0,20130401
20130430,2013,4,0,1.03E+11,Indirect,201304,2013,4,1,0,0,0,0,0,20130401
20130606,2013,6,0,1.03E+11,Indirect,201304,2013,4,1,0,0,0,0,2,20130401
20130504,2013,5,0,1.03E+11,Direct,201304,2013,4,3,0,0,0,0,1,20130401
20130525,2013,5,1,1.03E+11,Direct,201304,2013,4,1,0,1,0,0,1,20130401
20130601,2013,6,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,2,20130401
20130505,2013,5,0,1.03E+11,Direct,201304,2013,4,23,0,22,0,2,1,20130401
20130701,2013,7,1,1.03E+11,Direct,201304,2013,4,1,0,1,0,0,3,20130401
20130401,2013,4,0,1.03E+11,Direct,201304,2013,4,2,0,0,0,0,0,20130401
20130515,2013,5,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,1,20130401
20130401,2013,4,0,1.02E+11,Direct,201304,2013,4,2,0,2,0,0,0,20130401
20130401,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,0,20130401
20130602,2013,6,0,1.03E+11,Unknown,201304,2013,4,4,0,1,0,0,2,20130401
20130503,2013,5,0,1.03E+11,Direct,201304,2013,4,3,0,0,0,0,1,20130401
20130527,2013,5,0,1.03E+11,Indirect,201304,2013,4,2,1,0,0,0,1,20130401
20130401,2013,4,1,1.03E+11,Direct,201304,2013,4,1,0,6,0,0,0,20130401
20130419,2013,4,0,1.03E+11,Indirect,201304,2013,4,1,0,0,0,0,0,20130401
20130503,2013,5,0,1.03E+11,Indirect,201304,2013,4,1,0,1,0,0,1,20130401
20130501,2013,5,0,1.03E+11,Direct,201304,2013,4,17,0,0,0,0,1,20130401
20130501,2013,5,0,1.03E+11,Direct,201304,2013,4,1,0,1,0,0,1,20130401
20130610,2013,6,0,1.03E+11,Direct,201304,2013,4,2,0,1,0,0,2,20130401
20130423,2013,4,0,1.03E+11,Direct,201304,2013,4,2,0,2,0,1,0,20130401
20130605,2013,6,0,1.03E+11,Direct,201304,2013,4,13,0,0,0,0,2,20130401
20130421,2013,4,1,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,0,20130401
20130421,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,1,0,0,0,20130401
20130421,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,1,0,0,0,20130401
20130701,2013,7,0,1.03E+11,Indirect,201304,2013,4,1,0,0,0,0,3,20130401
20130411,2013,4,0,1.03E+11,Direct,201304,2013,4,2,0,0,0,0,0,20130401
20130410,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,1,0,0,0,20130401
20130602,2013,6,1,1.03E+11,Indirect,201304,2013,4,1,0,1,1,0,2,20130401
20130524,2013,5,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,1,20130401
20130601,2013,6,0,1.03E+11,Direct,201304,2013,4,3,0,1,0,0,2,20130401
20130601,2013,6,0,1.02E+11,Unknown,201304,2013,4,1,0,1,0,0,2,20130401
20130707,2013,7,0,1.03E+11,Direct,201304,2013,4,1,0,2,0,0,3,20130401
20130611,2013,6,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,2,20130401
20130503,2013,5,0,1.03E+11,Indirect,201304,2013,4,2,0,1,0,0,1,20130401
20130701,2013,7,0,1.03E+11,Unknown,201304,2013,4,1,0,0,0,0,3,20130401
20130423,2013,4,1,1.03E+11,Direct,201304,2013,4,10,0,0,0,0,0,20130401
20130501,2013,5,0,1.03E+11,Direct,201304,2013,4,1,0,1,0,1,1,20130401
20130401,2013,4,0,1.03E+11,Direct,201304,2013,4,2,0,1,0,0,0,20130401
20130707,2013,7,0,1.03E+11,Indirect,201304,2013,4,2,0,0,0,0,3,20130401
20130625,2013,6,0,1.03E+11,Direct,201304,2013,4,2,0,0,0,0,2,20130401
20130701,2013,7,0,1.03E+11,Indirect,201304,2013,4,1,0,0,0,0,3,20130401
20130620,2013,6,0,1.03E+11,Indirect,201304,2013,4,1,0,1,0,0,2,20130401
20130620,2013,6,0,1.03E+11,Indirect,201304,2013,4,2,0,0,0,0,2,20130401
20130527,2013,5,0,1.03E+11,Indirect,201304,2013,4,1,1,1,0,0,1,20130401
20130401,2013,4,0,1.02E+11,Direct,201304,2013,4,3,0,2,0,1,0,20130401
20130529,2013,5,1,1.03E+11,Indirect,201304,2013,4,3,0,0,0,0,1,20130401
20130501,2013,5,0,1.03E+11,Direct,201304,2013,4,31,0,0,0,0,1,20130401
20130501,2013,5,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,1,20130401
20130401,2013,4,0,1.03E+11,Direct,201304,2013,4,3,0,1,0,0,0,20130401
20130529,2013,5,0,1.03E+11,Indirect,201304,2013,4,1,0,1,0,0,1,20130401
20130421,2013,4,0,1.03E+11,Direct,201304,2013,4,2,0,0,0,0,0,20130401
20130525,2013,5,1,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,1,20130401
20130414,2013,4,1,1.03E+11,Direct,201304,2013,4,3,0,1,0,0,0,20130401
20130416,2013,4,0,1.03E+11,Indirect,201304,2013,4,2,0,0,0,0,0,20130401
20130701,2013,7,0,1.03E+11,Indirect,201304,2013,4,1,0,0,0,0,3,20130401
20130701,2013,7,0,1.03E+11,Indirect,201304,2013,4,6,0,2,0,0,3,20130401
20130601,2013,6,0,1.03E+11,Direct,201304,2013,4,2,0,2,0,0,2,20130401
20130617,2013,6,0,1.03E+11,Indirect,201304,2013,4,4,0,0,0,0,2,20130401
20130401,2013,4,1,1.03E+11,Direct,201304,2013,4,3,0,2,0,0,0,20130401
20130703,2013,7,0,1.03E+11,Direct,201304,2013,4,2,0,2,0,0,3,20130401
20130701,2013,7,0,1.03E+11,Indirect,201304,2013,4,1,0,0,0,0,3,20130401
20130405,2013,4,0,1.03E+11,Direct,201304,2013,4,6,0,6,0,0,0,20130401
20130501,2013,5,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,1,20130401
20130728,2013,7,1,1.03E+11,Indirect,201304,2013,4,1,0,0,0,0,3,20130401
20130724,2013,7,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,3,20130401
20130801,2013,8,0,1.03E+11,Direct,201304,2013,4,1,0,4,0,0,4,20130401
20130521,2013,5,0,1.03E+11,Indirect,201304,2013,4,2,0,1,0,0,1,20130401
20130701,2013,7,1,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,3,20130401
20130501,2013,5,0,1.03E+11,Direct,201304,2013,4,2,0,0,0,0,1,20130401
20130707,2013,7,0,1.03E+11,Indirect,201304,2013,4,1,0,1,0,0,3,20130401
20130423,2013,4,0,1.03E+11,Indirect,201304,2013,4,2,0,0,0,0,0,20130401
20130709,2013,7,0,1.03E+11,Direct,201304,2013,4,2,1,0,0,0,3,20130401
20130418,2013,4,0,1.03E+11,Indirect,201304,2013,4,1,0,0,0,0,0,20130401
20130701,2013,7,0,1.03E+11,Indirect,201304,2013,4,1,0,1,0,0,3,20130401
20130708,2013,7,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,3,20130401
20130708,2013,7,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,3,20130401
20130701,2013,7,0,1.03E+11,Indirect,201304,2013,4,2,0,2,0,1,3,20130401
20130625,2013,6,0,1.03E+11,Indirect,201304,2013,4,1,0,0,0,0,2,20130401
20130724,2013,7,0,1.03E+11,Direct,201304,2013,4,2,0,0,0,0,3,20130401
20130501,2013,5,0,1.03E+11,Direct,201304,2013,4,1,0,1,0,0,1,20130401
20130501,2013,5,0,1.03E+11,Direct,201304,2013,4,2,0,0,0,0,1,20130401
20130708,2013,7,0,1.03E+11,Indirect,201304,2013,4,1,0,0,0,0,3,20130401
20130401,2013,4,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,0,20130401
20130712,2013,7,0,1.03E+11,Direct,201304,2013,4,6,0,0,0,0,3,20130401
20130712,2013,7,0,1.03E+11,Direct,201304,2013,4,1,0,0,0,0,3,20130401
20130426,2013,4,0,1.03E+11,Indirect,201304,2013,4,1,0,1,0,0,0,20130401
20130801,2013,8,0,1.03E+11,Indirect,201304,2013,4,2,0,0,0,0,4,20130401
20130801,2013,8,0,1.03E+11,Indirect,201304,2013,4,3,1,3,0,0,4,20130401
20130624,2013,6,0,1.03E+11,Direct,201304,2013,4,34,0,0,0,0,2,20130401
